series,obs,CAGR,AnnVol,Sharpe,MaxDD,WinRate,LastDate
UTC_BH,2620,0.02024153079989288,0.38210376626086817,0.24678134300977628,-0.807265322209814,0.5217557251908397,2025-10-29
