align_features,align_term,align_news,align_signals,share_cl1cl2_zero,share_crack_zero,share_news_hour_has_article,share_wt_zero,avg_turnover,events_total,events_paired_share
0.6674113995292833,1.0,0.000818637650509943,0.6674113995292833,1.0,1.0,0.0,0.6511128714895357,0.02046959320111453,144,
