days,rows,wt_zero_share,avg_threshold,avg_turnover,trades_approx,pnl_mean_1h,pnl_std_1h,hit_rate_1h
30,505,0.5900990099009901,,0.026136543842118862,143,-9.336370127197993e-06,0.0005720799023913015,0.2079207920792079
90,1467,0.5991820040899796,,0.032203062694192555,425,-1.4185094709756214e-05,0.0005545539680650653,0.19700068166325835
