ts,w_t,is_trading_hour,core_signal,all_signal,vol_signal,infl_core,infl_all,infl_vol
2025-10-29T08:00:00+00:00,0.613382889497235,False,,0.5306855884393531,1080.0,0.0,0.5,0.5
