ts,w_t,pnl_1h,top_feature
2024-06-03 03:00:00+00:00,0.339447881478599,-6.185999445285262e-05,event_strength
2024-06-03 04:00:00+00:00,0.4291555491650581,-0.0008276438060281,event_strength
2024-06-03 05:00:00+00:00,0.3018106321243326,0.000216434933969,event_strength
2024-06-03 06:00:00+00:00,0.3883754954719614,0.0020044514726858,event_strength
2024-06-03 07:00:00+00:00,0.4604716346623178,-0.000107487770377,event_strength
2024-06-03 08:00:00+00:00,0.6680093922490551,-0.0033788149086995,event_strength
2024-06-03 09:00:00+00:00,-0.1616533852321898,-0.0003473226793781,event_strength
2024-06-03 10:00:00+00:00,-0.2323670048910334,0.0001632746324755,event_strength
2024-06-03 11:00:00+00:00,0.4302650164533527,-0.0011777487958896,event_strength
2024-06-03 12:00:00+00:00,0.100632975627155,-0.0022916956755638,event_strength
2024-06-03 13:00:00+00:00,0.2203247767486825,-0.0013456611954218,event_strength
2024-06-03 14:00:00+00:00,0.1165271741251209,-0.0002994007398971,event_strength
2024-06-03 15:00:00+00:00,0.0520871657020831,-7.371869754663326e-05,event_strength
2024-06-03 16:00:00+00:00,-0.0349720119702558,4.862109067423844e-05,event_strength
2024-06-03 17:00:00+00:00,0.2333334900052532,6.302563109054403e-05,event_strength
2024-06-03 18:00:00+00:00,0.0167920142763104,-1.6334204156106737e-05,event_strength
2024-06-03 19:00:00+00:00,-0.2191471775236676,0.0001481585149957,gdelt_art_cnt_z
2024-06-03 20:00:00+00:00,0.0918976571502927,0.0,event_strength
2024-06-03 21:00:00+00:00,0.0608747403143776,4.280113884574054e-05,event_strength
2024-06-03 22:00:00+00:00,0.0373843412117393,1.2630442509897858e-05,event_strength
2024-06-03 23:00:00+00:00,-0.1426238365535488,0.0002314414548151,event_strength
2024-06-04 00:00:00+00:00,0.2059038394178291,-0.0004966246772906,event_strength
2024-06-04 01:00:00+00:00,0.127933374193554,-9.723096643312282e-05,event_strength
2024-06-04 02:00:00+00:00,-0.08043800891281,0.0001278763123911,event_strength
2024-06-04 03:00:00+00:00,0.1543774868559434,1.889244156020069e-05,gdelt_art_cnt_z
2024-06-04 04:00:00+00:00,-0.0773485793197135,0.0001695075477174,ovx_q(-)
2024-06-04 05:00:00+00:00,-0.056414596539717,6.768952429839941e-05,gdelt_art_cnt_z
2024-06-04 06:00:00+00:00,-0.1047011390746487,0.0005614476329876,ovx_q(-)
2024-06-04 07:00:00+00:00,-0.0660236541101617,0.0001568549294265,ovx_q(-)
2024-06-04 08:00:00+00:00,-0.1818148137300016,2.999955683173854e-05,ovx_q(-)
2024-06-04 09:00:00+00:00,0.0204416581100796,3.5106966439053275e-05,ovx_q(-)
2024-06-04 10:00:00+00:00,-0.1978159384920307,9.506660140564744e-05,ovx_q(-)
2024-06-04 11:00:00+00:00,0.2595281295836894,-3.2081657121874174e-05,gdelt_art_cnt_z
2024-06-04 12:00:00+00:00,-0.1874494531152824,0.0006525549811567,ovx_q(-)
2024-06-04 13:00:00+00:00,0.2579583533080725,0.0010290811025918,event_strength
2024-06-04 14:00:00+00:00,0.0184764105731402,2.2815393815973963e-05,gdelt_tone_avg
2024-06-04 15:00:00+00:00,-0.0970008198585107,-0.0002391179886922,event_strength
2024-06-04 16:00:00+00:00,0.4208019029680038,0.0024963603149032,event_strength
2024-06-04 17:00:00+00:00,0.3578527408881888,-0.0011941189279838,gdelt_tone_avg
2024-06-04 18:00:00+00:00,-0.1581909546175997,0.0002181244523481,gdelt_art_cnt_z
2024-06-04 19:00:00+00:00,0.1606097326529246,-0.0008315497344171,event_strength
2024-06-04 20:00:00+00:00,-0.1584300693091385,0.0,event_strength
2024-06-04 21:00:00+00:00,-0.1152387793806037,-5.221118236889438e-05,gdelt_art_cnt_z
2024-06-04 22:00:00+00:00,0.3941307668815675,0.0002379657532709,gdelt_art_cnt_z
2024-06-04 23:00:00+00:00,0.3581274556408633,0.0006773237344808,gdelt_art_cnt_z
2024-06-05 00:00:00+00:00,-0.4332133051097197,-0.0007941041167041,gdelt_art_cnt_z
2024-06-05 01:00:00+00:00,-0.0400886780125532,-4.818548741119981e-05,event_strength
2024-06-05 02:00:00+00:00,-0.5011198733920569,0.0009654502401887,gdelt_art_cnt_z
2024-06-05 03:00:00+00:00,0.11326748991803,-1.859129916648996e-05,gdelt_tone_pos
2024-06-05 04:00:00+00:00,-0.0905933041344093,-1.486964371561937e-05,ovx_q(-)
