ts,event_strength,neg_boost,lambda,w_t
2020-09-24 00:00:00,6.886683829650683e-55,1.3,0.8376249898948583,5.999196812149047e-55
2020-09-24 01:00:00,6.791696603566772e-55,1.3,0.8406576323760044,5.937871250033418e-55
2020-09-24 02:00:00,6.698019525203056e-55,1.3,0.8397860020082134,5.8498991599809566e-55
2020-09-24 03:00:00,6.605634523844888e-55,1.3,0.8392965376543507,5.7658496322679834e-55
2020-09-24 04:00:00,6.514523778025159e-55,1.3,0.8396352911999796,5.688617032167e-55
2020-09-24 05:00:00,6.4246697120858966e-55,1.3,0.7988920812498486,5.3379224679364146e-55
2020-09-24 06:00:00,6.336054992788219e-55,1.3,0.7919410620353134,5.218493404906966e-55
2020-09-24 07:00:00,6.248662525968584e-55,1.3,0.7888492448362991,5.126422823441088e-55
2020-09-24 08:00:00,6.162475453241165e-55,1.3,0.8026786519873821,5.1443469893014684e-55
2020-09-24 09:00:00,6.077477148746147e-55,1.3,0.8212907778450654,5.191030972222507e-55
2020-09-24 10:00:00,5.993651215941993e-55,1.3,0.8071635700843902,5.0313711898324016e-55
2020-09-24 11:00:00,5.91098148444284e-55,1.3,0.8086330605250487,4.971007650410786e-55
2020-09-24 12:00:00,5.829452006898982e-55,1.3,0.7888658881353503,4.782602068155357e-55
2020-09-24 13:00:00,5.749047055920899e-55,1.3,0.7850493154063852,4.693816873709389e-55
2020-09-24 14:00:00,5.669751121044868e-55,1.3,0.7888634815526545,4.6515659932399014e-55
2020-09-24 15:00:00,5.591548905741264e-55,1.3,0.8304553006551366,4.8292726847510736e-55
2020-09-24 16:00:00,5.5144253244637086e-55,1.3,0.9939317517343276,5.700200919454446e-55
2020-09-24 17:00:00,5.438365499738929e-55,1.3,0.9856756064312129,5.574882780427746e-55
2020-09-24 18:00:00,5.363354759297133e-55,1.3,1.0,5.577888949669019e-55
2020-09-24 19:00:00,5.289378633241203e-55,1.3,1.0,5.500953778570852e-55
2020-09-24 20:00:00,5.2164228512557e-55,1.3,1.0,5.425079765305929e-55
2020-09-24 22:00:00,5.073516219663281e-55,1.3,1.0,5.276456868449813e-55
2020-09-24 23:00:00,5.003537802747633e-55,1.3,1.0,5.2036793148575385e-55
2020-09-25 00:00:00,4.934524589966949e-55,1.3,1.0,5.131905573565628e-55
2020-09-25 01:00:00,4.866463268373275e-55,1.3,1.0,5.0611217991082065e-55
2020-09-25 02:00:00,4.79934070864253e-55,1.3,1.0,4.991314336988232e-55
2020-09-25 03:00:00,4.7331439625420686e-55,1.3,1.0,4.922469721043752e-55
2020-09-25 04:00:00,4.667860260432503e-55,1.3,1.0,4.854574670849803e-55
2020-09-25 05:00:00,4.603477008804659e-55,1.3,1.0,4.7876160891568456e-55
2020-09-25 06:00:00,4.5399817878501e-55,1.3,1.0,4.721581059364104e-55
2020-09-25 07:00:00,4.477362349065551e-55,1.3,1.0,4.656456843028174e-55
2020-09-25 08:00:00,4.415606612889719e-55,1.3,1.0,4.592230877405308e-55
2020-09-25 09:00:00,4.3547026663733535e-55,1.3,1.0,4.5288907730282874e-55
2020-09-25 10:00:00,4.2946387608811224e-55,1.3,1.0,4.466424311316368e-55
2020-09-25 11:00:00,4.2354033098251904e-55,1.3,1.0,4.404819442218198e-55
2020-09-25 12:00:00,4.1769848864303535e-55,1.3,1.0,4.3440642818875685e-55
2020-09-25 13:00:00,4.1193722215294064e-55,1.3,1.0,4.2841471103905835e-55
2020-09-25 14:00:00,4.062554201389509e-55,1.3,1.0,4.2250563694450896e-55
2020-09-25 15:00:00,4.006519865568187e-55,1.3,1.0,4.166780660190915e-55
2020-09-25 16:00:00,3.951258404799237e-55,1.3,1.0,4.109308740991207e-55
2020-09-25 17:00:00,3.896759158907234e-55,1.3,1.0,4.0526295252635235e-55
2020-09-25 18:00:00,3.843011614751363e-55,1.3,1.0,3.996732079341418e-55
2020-09-25 19:00:00,3.790005404197335e-55,1.3,1.0,3.9416056203652286e-55
2020-09-25 20:00:00,3.737730302117273e-55,1.3,1.0,3.8872395142019646e-55
2020-09-27 22:00:00,1.8664423116639762e-55,1.3,1.0,1.9411000041305353e-55
2020-09-27 23:00:00,1.840698690754986e-55,1.3,1.0,1.9143266383851855e-55
2020-09-28 00:00:00,1.8153101486037816e-55,1.3,1.0,1.887922554547933e-55
2020-09-28 01:00:00,1.7902717876505115e-55,1.3,1.0,1.8618826591565323e-55
2020-09-28 02:00:00,1.7655787778867677e-55,1.3,1.0,1.8362019290022388e-55
2020-09-28 03:00:00,1.7412263559239623e-55,1.3,1.0,1.810875410160921e-55
2020-09-28 04:00:00,1.717209824074292e-55,1.3,1.0,1.785898217037264e-55
2020-09-28 05:00:00,1.6935245494446408e-55,1.3,1.0,1.7612655314224268e-55
2020-09-28 06:00:00,1.6701659630428205e-55,1.3,1.0,1.7369726015645334e-55
2020-09-28 07:00:00,1.647129558896291e-55,1.3,1.0,1.713014741252143e-55
2020-09-28 08:00:00,1.624410893182795e-55,1.3,1.0,1.689387328910107e-55
2020-09-28 09:00:00,1.6020055833732192e-55,1.3,1.0,1.666085806708148e-55
2020-09-28 10:00:00,1.579909307386163e-55,1.3,0.9900082183425558,1.6266881264901246e-55
2020-09-28 11:00:00,1.558117802754168e-55,1.3,1.0,1.6204425148643348e-55
2020-09-28 12:00:00,1.5366268658015588e-55,1.3,1.0,1.5980919404336214e-55
2020-09-28 13:00:00,1.5154323508334008e-55,1.3,0.8644042067818845,1.3623439431199025e-55
2020-09-28 14:00:00,1.4945301693358679e-55,1.3,0.8788563256701666,1.366016384954762e-55
2020-09-28 15:00:00,1.473916289187507e-55,1.3,0.8602589509019118,1.3186676678798312e-55
2020-09-28 16:00:00,1.453586733881508e-55,1.3,0.8546329846531528,1.2919744955825568e-55
2020-09-28 17:00:00,1.4335375817584925e-55,1.3,0.8580042241418508,1.2791805526394758e-55
2020-09-28 18:00:00,1.4137649652500935e-55,1.3,0.8304718801983098,1.221055730803733e-55
2020-09-28 19:00:00,1.394265070132862e-55,1.3,0.818830014325038,1.1873327308437833e-55
2020-09-28 20:00:00,1.375034134792469e-55,1.3,0.8337583773596093,1.1923040782001892e-55
2020-09-28 22:00:00,1.337364355686968e-55,1.3,0.8342372086376111,1.160306271300523e-55
2020-09-28 23:00:00,1.318918245258134e-55,1.3,0.8478515828630513,1.1629767987854298e-55
2020-09-29 00:00:00,1.3007265598769555e-55,1.3,0.855776370426877,1.1576562965025128e-55
2020-09-29 01:00:00,1.2827857902884893e-55,1.3,0.811755466413067,1.0829607126038348e-55
2020-09-29 02:00:00,1.265092475640481e-55,1.3,0.8174709923154853,1.075543457489985e-55
2020-09-29 03:00:00,1.247643202815826e-55,1.3,0.8221508372087811,1.0667809398821916e-55
2020-09-29 04:00:00,1.2304346057741446e-55,1.3,0.8267766519153807,1.0579863879132795e-55
2020-09-29 05:00:00,1.2134633649024429e-55,1.3,0.8287939356735468,1.0459395211128872e-55
2020-09-29 06:00:00,1.1967262063748125e-55,1.3,0.833798535189799,1.0377417002145063e-55
2020-09-29 07:00:00,1.1802199015207925e-55,1.3,0.8390386692736913,1.0298601410472261e-55
2020-09-29 08:00:00,1.1639412662026132e-55,1.3,0.8357138386420814,1.0116306964733952e-55
2020-09-29 09:00:00,1.1478871602009295e-55,1.3,0.832569497750016,9.939236698998674e-56
2020-09-29 10:00:00,1.1320544866091242e-55,1.3,0.8320257946212666,9.795744751265476e-56
2020-09-29 11:00:00,1.1164401912358022e-55,1.3,0.9684165556256598,1.1244263311409738e-55
2020-09-29 12:00:00,1.1010412620156905e-55,1.3,0.9751778230639317,1.1166594618358662e-55
2020-09-29 13:00:00,1.0858547284285803e-55,1.3,0.9271187078190273,1.0469848820078816e-55
2020-09-29 14:00:00,1.0708776609262864e-55,1.3,0.9919198840374653,1.1047138390540868e-55
2020-09-29 15:00:00,1.0561071703675855e-55,1.3,0.7831251117676834,8.60146607666078e-56
2020-09-29 16:00:00,1.0415404074607956e-55,1.3,0.8027726257695126,8.69564932852045e-56
2020-09-29 17:00:00,1.0271745622141983e-55,1.3,0.7984438032846339,8.529468106551948e-56
2020-09-29 18:00:00,1.0130068633939475e-55,1.3,0.7784017525759589,8.200673705508168e-56
2020-09-29 19:00:00,9.990345779895465e-56,1.3,0.8151021670556459,8.46887859462114e-56
2020-09-29 20:00:00,9.852550106865486e-56,1.3,0.8051141360609524,8.249724461977701e-56
2020-09-29 22:00:00,9.58263434495059e-56,1.3,0.8074488394115209,8.046986459548749e-56
2020-09-29 23:00:00,9.450462188144843e-56,1.3,0.809505289088939,7.95620709066381e-56
2020-09-30 00:00:00,9.320113066467758e-56,1.3,0.8060365320717306,7.81284567919658e-56
2020-09-30 01:00:00,9.191561835008497e-56,1.3,0.8030566687988671,7.676598829411955e-56
2020-09-30 02:00:00,9.064783695677177e-56,1.3,0.8335645721313194,7.85832584446011e-56
2020-09-30 03:00:00,8.939754192420951e-56,1.3,0.8422998618053038,7.831151869683536e-56
2020-09-30 04:00:00,8.816449206506831e-56,1.3,0.8453511447316538,7.751115246356594e-56
2020-09-30 05:00:00,8.694844951868316e-56,1.3,0.8495102670627686,7.681814459416261e-56
2020-09-30 06:00:00,8.574917970517477e-56,1.3,0.847624391719036,7.559042013952528e-56
2020-09-30 07:00:00,8.45664512801966e-56,1.3,0.8433191868667801,7.416917136701756e-56
2020-09-30 08:00:00,8.340003609030664e-56,1.3,0.8420710349350764,7.303790489235473e-56
2020-09-30 09:00:00,8.22497091289601e-56,1.3,0.8406002670855354,7.190469255997192e-56
2020-09-30 10:00:00,8.111524849309777e-56,1.3,0.8546193283109659,7.209556555026625e-56
2020-09-30 11:00:00,7.999643534034451e-56,1.3,0.8248385745950229,6.86235115267652e-56
2020-09-30 12:00:00,7.8893053846791405e-56,1.3,0.8238946748089045,6.7599549621534955e-56
2020-09-30 13:00:00,7.780489116536693e-56,1.3,0.8062330021233292,6.523802582349799e-56
2020-09-30 14:00:00,7.673173738477096e-56,1.3,0.837001532026078,6.679356501591901e-56
2020-09-30 15:00:00,7.567338548898657e-56,1.3,0.9177757122813958,7.222924307861527e-56
2020-09-30 16:00:00,7.462963131734458e-56,1.3,1.0,7.761481657003837e-56
2020-09-30 17:00:00,7.360027352513906e-56,1.3,1.0,7.654428446614463e-56
2020-09-30 18:00:00,7.258511354479122e-56,1.3,1.0,7.548851808658287e-56
2020-09-30 19:00:00,7.158395554753855e-56,1.3,1.0,7.44473137694401e-56
2020-09-30 20:00:00,7.059660640566288e-56,1.3,1.0,7.342047066188941e-56
2020-09-30 22:00:00,6.866257545936786e-56,1.3,1.0,7.1409078477742585e-56
2020-09-30 23:00:00,6.771552057199498e-56,1.3,1.0,7.042414139487479e-56
2020-10-01 00:00:00,6.678152830212071e-56,1.3,1.0,6.945278943420554e-56
2020-10-01 01:00:00,6.586041847858692e-56,1.3,1.0,6.84948352177304e-56
2020-10-01 02:00:00,6.495201341531422e-56,1.3,1.0,6.75500939519268e-56
2020-10-01 03:00:00,6.405613787702941e-56,1.3,1.0,6.661838339211059e-56
2020-10-01 04:00:00,6.3172619045456135e-56,1.3,1.0,6.569952380727439e-56
2020-10-01 05:00:00,6.23012864859813e-56,1.3,1.0,6.479333794542055e-56
2020-10-01 06:00:00,6.144197211477566e-56,1.3,1.0,6.389965099936669e-56
2020-10-01 07:00:00,6.0594510166373195e-56,1.3,1.0,6.301829057302813e-56
2020-10-01 08:00:00,5.975873716168901e-56,1.3,1.0,6.214908664815657e-56
2020-10-01 09:00:00,5.893449187648703e-56,1.3,1.0,6.129187155154651e-56
2020-10-01 10:00:00,5.812161531027821e-56,1.3,1.0,6.044647992268934e-56
2020-10-01 11:00:00,5.73199506556479e-56,1.3,1.0,5.961274868187382e-56
2020-10-01 12:00:00,5.652934326801023e-56,1.3,1.0,5.879051699873064e-56
2020-10-01 13:00:00,5.574964063577167e-56,1.3,0.9019031195971009,5.229200579805257e-56
2020-10-01 14:00:00,5.498069235091401e-56,1.3,0.7281449981443506,4.163527277502466e-56
2020-10-01 15:00:00,5.42223500799786e-56,1.3,0.74669149906795,4.210686257877465e-56
2020-10-01 16:00:00,5.347446753545512e-56,1.3,0.7550863682288926,4.199295514369346e-56
2020-10-01 17:00:00,5.273690044755751e-56,1.3,0.7538606559320669,4.134652533774862e-56
2020-10-01 18:00:00,5.20095065363968e-56,1.3,0.7330587969593063,3.9651067343698944e-56
2020-10-01 19:00:00,5.1292145484533915e-56,1.3,0.7383263166875663,3.938515448462267e-56
2020-10-01 20:00:00,5.058467890991112e-56,1.3,0.7388584836218595,3.886991592003061e-56
2020-10-01 22:00:00,4.919888518127279e-56,1.3,0.7389475115259302,3.7809609525533554e-56
2020-10-01 23:00:00,4.8520290701638175e-56,1.3,0.749412929300448,3.7816202512632917e-56
2020-10-02 00:00:00,4.78510559964387e-56,1.3,0.7513685459381941,3.7391929500277303e-56
2020-10-02 01:00:00,4.719105196739964e-56,1.3,0.751896366061844,3.6902091704320363e-56
2020-10-02 02:00:00,4.654015129688166e-56,1.3,0.7658183369091952,3.7066953316307445e-56
2020-10-02 03:00:00,4.589822842332345e-56,1.3,0.7492457888560278,3.5764616536612216e-56
2020-10-02 04:00:00,4.5265159517019615e-56,1.3,0.750997644221436,3.535378928909282e-56
2020-10-02 05:00:00,4.464082245623287e-56,1.3,0.6305822895877919,2.9275700514874782e-56
2020-10-02 06:00:00,4.402509680363863e-56,1.3,0.6062998629239494,2.776010656355009e-56
2020-10-02 07:00:00,4.341786378308839e-56,1.3,0.6070041769458847,2.7409017657218193e-56
2020-10-02 08:00:00,4.281900625669983e-56,1.3,0.6104388640007121,2.71839209584584e-56
2020-10-02 09:00:00,4.222840870225919e-56,1.3,0.5970646239582177,2.6221612520655044e-56
2020-10-02 10:00:00,4.164595719093886e-56,1.3,0.6037743243726327,2.6150550052443125e-56
2020-10-02 11:00:00,4.107153936531651e-56,1.3,0.606165485828434,2.589199559762269e-56
2020-10-02 12:00:00,4.050504441770318e-56,1.3,0.6074539030857687,2.5589145219244077e-56
2020-10-02 13:00:00,3.9946363068767433e-56,1.3,0.5977045992877515,2.4831169928261507e-56
2020-10-02 14:00:00,3.9395387546454354e-56,1.3,0.6487081204184961,2.657835212075538e-56
2020-10-02 15:00:00,3.885201156519806e-56,1.3,0.7609918668393248,3.0748707403921642e-56
2020-10-02 16:00:00,3.831613030541484e-56,1.3,0.7762995369770275,3.0934585983438795e-56
2020-10-02 17:00:00,3.778764039328748e-56,1.3,0.7622460105903377,2.995561726498191e-56
2020-10-02 18:00:00,3.72664398808201e-56,1.3,0.7846767390103081,3.0411792861013836e-56
2020-10-02 19:00:00,3.6752428226174205e-56,1.3,0.8176249495342824,3.1251690364635543e-56
2020-10-02 20:00:00,3.6245506274273103e-56,1.3,0.8221565376316285,3.099145914088832e-56
2020-10-04 22:00:00,1.809925838674433e-56,1.3,0.7986753119371438,1.5033648071378556e-56
2020-10-04 23:00:00,1.7849617428794327e-56,1.3,0.7908409558025059,1.4680856848420646e-56
2020-10-05 00:00:00,1.7603419739433265e-56,1.3,0.7274717705611122,1.331823056280699e-56
2020-10-05 01:00:00,1.7360617826059476e-56,1.3,0.7362025547819621,1.3292168443983788e-56
2020-10-05 02:00:00,1.7121164851131202e-56,1.3,0.7383514705386383,1.3147094734973856e-56
2020-10-05 03:00:00,1.6885014623131439e-56,1.3,0.7345953493211257,1.2899799343986417e-56
2020-10-05 04:00:00,1.6652121587657374e-56,1.3,0.7428872993087091,1.2865475619375642e-56
2020-10-05 05:00:00,1.6422440818632754e-56,1.3,0.7446705735328637,1.2718480760149596e-56
2020-10-05 06:00:00,1.6195928009641457e-56,1.3,0.9829947669225829,1.6557332978089734e-56
2020-10-05 07:00:00,1.5972539465380133e-56,1.3,1.0,1.661144104399534e-56
2020-10-05 08:00:00,1.5752232093231004e-56,1.3,1.0,1.6382321376960245e-56
2020-10-05 09:00:00,1.553496339494638e-56,1.3,0.8887640409585599,1.435919351675729e-56
2020-10-05 10:00:00,1.5320691458452398e-56,1.3,0.9969850986824131,1.5885481129011487e-56
2020-10-05 11:00:00,1.5109374949763532e-56,1.3,0.9993210863248607,1.5703081668026825e-56
2020-10-05 12:00:00,1.4900973105009093e-56,1.3,0.9516092709017072,1.4747100318271e-56
2020-10-05 13:00:00,1.4695445722569708e-56,1.3,0.9215165492677857,1.4083780289503061e-56
2020-10-05 14:00:00,1.4492753155322231e-56,1.3,0.8756816717339788,1.319867984352369e-56
2020-10-05 15:00:00,1.4292856302991678e-56,1.3,0.8669206392816851,1.288640300828484e-56
2020-10-05 16:00:00,1.4095716604608177e-56,1.3,0.8538205352297267,1.2516620787624826e-56
2020-10-05 17:00:00,1.3901296031070017e-56,1.3,0.8473193422164137,1.2249990489361965e-56
2020-10-05 18:00:00,1.3709557077805253e-56,1.3,0.8826956624594401,1.2585421229491565e-56
2020-10-05 19:00:00,1.352046275753851e-56,1.3,0.8947165192057703,1.258086063153515e-56
2020-10-05 20:00:00,1.3333976593155593e-56,1.3,0.8918711382565297,1.236787643688855e-56
2020-10-05 22:00:00,1.296868533226781e-56,1.3,0.8974731343350459,1.2104608540289542e-56
2020-10-05 23:00:00,1.278980976949499e-56,1.3,0.8635633216473932,1.1486603032094712e-56
2020-10-06 00:00:00,1.2613401416476867e-56,1.3,0.8665792193478589,1.1367732014924169e-56
2020-10-06 01:00:00,1.2439426243276966e-56,1.3,0.9266073531221226,1.1987522378666368e-56
2020-10-06 02:00:00,1.226785068933082e-56,1.3,0.9323897183925446,1.1895954563487226e-56
2020-10-06 03:00:00,1.2098641656969852e-56,1.3,0.9334951240460017,1.1745783914135644e-56
2020-10-06 04:00:00,1.1931766505038113e-56,1.3,0.9435688570930397,1.170878101563022e-56
2020-10-06 05:00:00,1.1767193042595307e-56,1.3,0.9401552539472757,1.150550789773612e-56
2020-10-06 06:00:00,1.1604889522707027e-56,1.3,0.938005414103093,1.132086717046215e-56
2020-10-06 07:00:00,1.1444824636320614e-56,1.3,0.9839648803556885,1.1711757724127812e-56
2020-10-06 08:00:00,1.1286967506225529e-56,1.3,0.9708033892002683,1.1395723361190525e-56
2020-10-06 09:00:00,1.1131287681096983e-56,1.3,0.994072015194039,1.1507913639926764e-56
2020-10-06 10:00:00,1.097775512962145e-56,1.3,1.0,1.1416865334806308e-56
2020-10-06 11:00:00,1.0826340234704743e-56,1.3,1.0,1.1259393844092933e-56
2020-10-06 12:00:00,1.0677013787756851e-56,1.3,1.0,1.1104094339267127e-56
2020-10-06 13:00:00,1.052974698305876e-56,1.3,1.0,1.0950936862381111e-56
2020-10-06 14:00:00,1.0384511412205358e-56,1.3,1.0,1.0799891868693573e-56
2020-10-06 15:00:00,1.0241279058625376e-56,1.3,1.0,1.0650930220970391e-56
2020-10-06 16:00:00,1.0100022292176811e-56,1.3,1.0,1.0504023183863885e-56
2020-10-06 17:00:00,9.960713863817003e-57,1.3,1.0,1.0359142418369685e-56
2020-10-06 18:00:00,9.82332690034615e-57,1.3,1.0,1.0216259976359998e-56
2020-10-06 19:00:00,9.687834899223086e-57,1.3,1.0,1.007534829519201e-56
2020-10-06 20:00:00,9.554211723453917e-57,1.3,1.0,9.936380192392074e-57
2020-10-06 22:00:00,9.292469097548841e-57,1.3,1.0,9.664167861450796e-57
2020-10-06 23:00:00,9.164299156125613e-57,1.3,1.0,9.530871122370638e-57
2020-10-07 00:00:00,9.037897047741374e-57,1.3,1.0,9.39941292965103e-57
2020-10-07 01:00:00,8.913238388881402e-57,1.3,1.0,9.269767924436658e-57
2020-10-07 02:00:00,8.790299132349943e-57,1.3,1.0,9.141911097643943e-57
2020-10-07 03:00:00,8.669055562631413e-57,1.3,1.0,9.015817785136671e-57
2020-10-07 04:00:00,8.549484291315319e-57,1.3,1.0,8.891463662967933e-57
2020-10-07 05:00:00,8.431562252585511e-57,1.3,1.0,8.768824742688932e-57
2020-10-07 06:00:00,8.315266698769222e-57,1.3,1.0,8.647877366719992e-57
2020-10-07 07:00:00,8.200575195949922e-57,1.3,1.0,8.52859820378792e-57
2020-10-07 08:00:00,8.087465619639475e-57,1.3,1.0,8.410964244425055e-57
2020-10-07 09:00:00,7.975916150510222e-57,1.3,1.0,8.294952796530632e-57
2020-10-07 10:00:00,7.865905270185947e-57,1.3,1.0,8.180541480993385e-57
2020-10-07 11:00:00,7.757411757090882e-57,1.3,1.0,8.067708227374518e-57
2020-10-07 12:00:00,7.65041468235598e-57,1.3,1.0,7.956431269650221e-57
2020-10-07 13:00:00,7.544893405781424e-57,1.3,1.0,7.846689142012682e-57
2020-10-07 14:00:00,7.440827571855907e-57,1.3,1.0,7.738460674730144e-57
2020-10-07 15:00:00,7.338197105828672e-57,1.3,1.0,7.63172499006182e-57
2020-10-07 16:00:00,7.236982209837869e-57,1.3,1.0,7.526461498231384e-57
2020-10-07 17:00:00,7.137163359091242e-57,1.3,1.0,7.422649893454893e-57
2020-10-07 18:00:00,7.03872129809972e-57,1.3,1.0,7.320270150023709e-57
2020-10-07 19:00:00,6.941637036962943e-57,1.3,1.0,7.219302518441461e-57
2020-10-07 20:00:00,6.845891847706027e-57,1.3,1.0,7.119727521614269e-57
2020-10-07 22:00:00,6.658345060933046e-57,1.3,1.0,6.924678863370368e-57
2020-10-07 23:00:00,6.566507284828894e-57,1.3,1.0,6.82916757622205e-57
2020-10-08 00:00:00,6.475936216449046e-57,1.3,1.0,6.734973665107008e-57
2020-10-08 01:00:00,6.38661438424174e-57,1.3,1.0,6.642078959611411e-57
2020-10-08 02:00:00,6.298524557638288e-57,1.3,1.0,6.55046553994382e-57
2020-10-08 03:00:00,6.211649743729226e-57,1.3,1.0,6.460115733478395e-57
2020-10-08 04:00:00,6.125973183986305e-57,1.3,1.0,6.371012111345757e-57
2020-10-08 05:00:00,6.041478351029701e-57,1.3,1.0,6.283137485070889e-57
2020-10-08 06:00:00,5.95814894543981e-57,1.3,1.0,6.196474903257403e-57
2020-10-08 07:00:00,5.875968892612851e-57,1.3,1.0,6.111007648317365e-57
2020-10-08 08:00:00,5.79492233966068e-57,1.3,1.0,6.026719233247107e-57
2020-10-08 09:00:00,5.714993652351687e-57,1.3,1.0,5.943593398445755e-57
2020-10-08 10:00:00,5.636167412095558e-57,1.3,1.0,5.861614108579382e-57
2020-10-08 11:00:00,5.558428412968798e-57,1.3,1.0,5.780765549487551e-57
2020-10-08 12:00:00,5.481761658781437e-57,1.3,1.0,5.701032125132696e-57
2020-10-08 13:00:00,5.406152360184206e-57,1.3,1.0,5.622398454591575e-57
2020-10-08 14:00:00,5.3315859318156e-57,1.3,1.0,5.544849369088225e-57
2020-10-08 15:00:00,5.258047989488306e-57,1.3,1.0,5.468369909067839e-57
2020-10-08 16:00:00,5.185524347414276e-57,1.3,1.0,5.392945321310847e-57
2020-10-08 17:00:00,5.114001015468828e-57,1.3,1.0,5.318561056087582e-57
2020-10-08 18:00:00,5.0434641964909876e-57,1.3,1.0,5.245202764350628e-57
2020-10-08 19:00:00,4.973900283622565e-57,1.3,1.0,5.172856294967467e-57
2020-10-08 20:00:00,4.905295857683172e-57,1.3,1.0,5.1015076919905e-57
2020-10-08 22:00:00,4.770912712762962e-57,1.3,1.0,4.961749221273481e-57
2020-10-08 23:00:00,4.7051080706908714e-57,1.3,1.0,4.893312393518507e-57
2020-10-09 00:00:00,4.6402110643645886e-57,1.3,1.0,4.8258195069391726e-57
2020-10-09 01:00:00,4.5762091748701044e-57,1.3,1.0,4.759257541864909e-57
2020-10-09 02:00:00,4.513090055965715e-57,1.3,1.0,4.6936136582043445e-57
2020-10-09 03:00:00,4.450841531699602e-57,1.3,1.0,4.628875192967586e-57
2020-10-09 04:00:00,4.3894515940615535e-57,1.3,1.0,4.565029657824016e-57
2020-10-09 05:00:00,4.328908400666446e-57,1.3,1.0,4.5020647366931037e-57
2020-10-09 06:00:00,4.269200272469787e-57,1.3,1.0,4.439968283368579e-57
2020-10-09 07:00:00,4.210315691514783e-57,1.3,1.0,4.378728319175375e-57
2020-10-09 08:00:00,4.152243298710475e-57,1.3,1.0,4.318333030658895e-57
2020-10-09 09:00:00,4.0949718916405184e-57,1.3,1.0,4.25877076730614e-57
2020-10-09 10:00:00,4.038490422402074e-57,1.3,1.0,4.2000300392981576e-57
2020-10-09 11:00:00,3.982787995475082e-57,1.3,1.0,4.1420995152940864e-57
2020-10-09 12:00:00,3.927853865619775e-57,1.3,1.0,4.084968020244566e-57
2020-10-09 13:00:00,3.8736774358043364e-57,1.3,1.0,4.02862453323651e-57
2020-10-09 14:00:00,3.820248255160573e-57,1.3,1.0,3.9730581853669966e-57
2020-10-09 15:00:00,3.767556016967898e-57,1.3,1.0,3.918258257646614e-57
2020-10-09 16:00:00,3.715590556665115e-57,1.3,0.9580007040426314,3.7019199039881063e-57
2020-10-09 17:00:00,3.664341849889637e-57,1.3,1.0,3.8109155238852224e-57
2020-10-09 18:00:00,3.613800010543739e-57,1.3,0.997580405841807,3.7492583243953236e-57
2020-10-09 19:00:00,3.5639552888873845e-57,1.3,1.0,3.70651350044288e-57
2020-10-09 20:00:00,3.51479806965787e-57,1.3,0.999455934673404,3.6534012214941104e-57
2020-10-11 22:00:00,1.7551207026489682e-57,1.3,0.969960172217213,1.7704930661635247e-57
2020-10-11 23:00:00,1.7309125276970007e-57,1.3,1.0,1.8001490288048806e-57
2020-10-12 00:00:00,1.7070382532759885e-57,1.3,1.0,1.7753197834070283e-57
2020-10-12 01:00:00,1.683493273934841e-57,1.3,0.9768512650202675,1.710303435668216e-57
2020-10-12 02:00:00,1.6602730477450608e-57,1.3,0.980516505525805,1.6930421320734116e-57
2020-10-12 03:00:00,1.6373730954242958e-57,1.3,0.989120928324233,1.6843423960055706e-57
2020-10-12 04:00:00,1.6147889994724612e-57,1.3,0.9978161939414564,1.6757131180110293e-57
2020-10-12 05:00:00,1.5925164033195344e-57,1.3,0.9987050836202961,1.654072396853686e-57
2020-10-12 06:00:00,1.5705510104851544e-57,1.3,0.9988250251363678,1.6314538786268135e-57
2020-10-12 07:00:00,1.548888583749813e-57,1.3,1.0,1.6108441270998058e-57
2020-10-12 08:00:00,1.5275249443374758e-57,1.3,1.0,1.588625942110975e-57
2020-10-12 09:00:00,1.5064559711094781e-57,1.3,1.0,1.5667142099538575e-57
2020-10-12 10:00:00,1.485677599769497e-57,1.3,1.0,1.545104703760277e-57
2020-10-12 11:00:00,1.4651858220797023e-57,1.3,1.0,1.5237932549628906e-57
2020-10-12 12:00:00,1.4449766850872922e-57,1.3,1.0,1.502775752490784e-57
2020-10-12 13:00:00,1.425046290362125e-57,1.3,0.8919603999875557,1.321928253518271e-57
2020-10-12 14:00:00,1.405390793244649e-57,1.3,0.9000212643375283,1.315476862569346e-57
2020-10-12 15:00:00,1.386006402104255e-57,1.3,0.9027961448070605,1.3013324859575312e-57
2020-10-12 16:00:00,1.366889377607851e-57,1.3,0.9621444804742288,1.3677508728876178e-57
2020-10-12 17:00:00,1.348036031998529e-57,1.3,1.0,1.4019574732784703e-57
2020-10-12 18:00:00,1.3294427283841832e-57,1.3,1.0,1.382620437519551e-57
2020-10-12 19:00:00,1.3111058800358972e-57,1.3,1.0,1.3635501152373333e-57
2020-10-12 20:00:00,1.2930219496962013e-57,1.3,1.0,1.3447428276840495e-57
2020-10-12 22:00:00,1.2575989372842432e-57,1.3,1.0,1.307902894775613e-57
2020-10-12 23:00:00,1.2402530219593106e-57,1.3,1.0,1.2898631428376832e-57
2020-10-13 00:00:00,1.2231463568194245e-57,1.3,1.0,1.2720722110922016e-57
2020-10-13 01:00:00,1.2062756419147138e-57,1.3,1.0,1.2545266675913025e-57
2020-10-13 02:00:00,1.1896376228111304e-57,1.3,1.0,1.2372231277235758e-57
2020-10-13 03:00:00,1.1732290899626551e-57,1.3,1.0,1.2201582535611615e-57
