ts_start,ts_end,rows,mean_1h,std_1h,ann_return_est,ann_vol_est,sharpe_ann,win_rate,max_drawdown
2025-08-30T12:00:00Z,2025-10-29T08:00:00Z,1437,0.00042164754899574745,0.0015191012693791539,2.55012437632628,0.1181388170576223,21.58582961840946,0.40988169798190677,0.0072366407563321244
