key,value
Sharpe_hourly,-0.038504369228153645
MDD_hourly,-0.4922663378014105
Turnover_hourly,0.01152413824495168
Hit_nextday,0.5090439276485789
Sharpe_nextday,-0.5942400193047446
Hit_nextweek,0.47837370242214533
