scope,rows_h,ts_start,ts_end,turnover_h,turnover_d,sharpe_h_gross,sharpe_h_net,sharpe_h_bh,win_h,maxdd_h_gross,sharpe_d_gross,sharpe_d_net,sharpe_d_bh,win_d,maxdd_d_gross,cost_bp
trading_hours,967,2025-08-31T22:00:00Z,2025-10-29T00:00:00Z,0.18774006543251479,3.2115165634050413,26.233728838969967,25.542728152416277,-1.19930484242242,0.6080661840744571,0.007236640756332013,19.838015692689083,19.447482622604458,-0.937263740576716,0.85,6.84474585610495e-05,1.0
